iTOW,year,month,day,hour,min,second,validDate,validTime,fullyResolved,validMag,tAcc,nano,fixType,gnssFixOk,diffSoln,psmState,headVehValid,carrSoln,confirmedAvai,confirmedDate,confirmedTime,numSV,lon,lat,height,hMSL,hAcc,vAcc,velN,velE,velD,gSpeed,headMot,sAcc,headAcc,pDOP,invalidLlh,lastCorrectionAge,reserved0,headVeh,magDec,magAcc
94531000,2025,10,27,2,15,13,1,1,1,0,23,-460424,3,1,1,0,0,0,1,1,1,30,114.1802375,22.3056565,17843,19455,814,1292,-236,-843,-138,876,254.36378,103,4.38152,1.1,0,0,558842204,0.0,0.0,0.0
94532000,2025,10,27,2,15,14,1,1,1,0,23,-460487,3,1,1,0,0,0,1,1,1,30,114.18023,22.3056534,17905,19518,801,1273,-408,-753,-38,856,241.52618,99,4.29243,1.1,0,0,558842204,0.0,0.0,0.0
94533000,2025,10,27,2,15,15,1,1,1,0,23,-460552,3,1,1,0,0,0,1,1,1,30,114.1802225,22.3056491,17890,19503,801,1273,-490,-774,117,916,237.62382,154,7.75071,1.12,0,0,558842204,0.0,0.0,0.0
94534000,2025,10,27,2,15,16,1,1,1,0,23,-460616,3,1,1,0,0,0,1,1,1,30,114.1802152,22.3056443,17832,19444,792,1250,-568,-776,-4,962,233.76744,90,4.04654,1.12,0,0,558842204,0.0,0.0,0.0
94535000,2025,10,27,2,15,17,1,1,1,0,23,-460680,3,1,1,0,0,0,1,1,1,31,114.1802068,22.3056401,17842,19455,776,1228,-426,-852,56,953,243.4471,88,3.88299,1.12,0,0,558842204,0.0,0.0,0.0
94536000,2025,10,27,2,15,18,1,1,1,0,23,-460743,3,1,1,0,0,0,1,1,1,31,114.1801987,22.305636,17951,19564,758,1201,-396,-833,-61,922,244.54058,85,3.70855,1.07,0,0,558842204,0.0,0.0,0.0
94537000,2025,10,27,2,15,19,1,1,1,0,23,-460807,3,1,1,0,0,0,1,1,1,31,114.1801902,22.3056322,18094,19707,745,1183,-412,-894,-102,985,245.25354,95,3.72306,1.06,0,0,558842204,0.0,0.0,0.0
94538000,2025,10,27,2,15,20,1,1,1,0,23,-460871,3,1,1,0,0,0,1,1,1,31,114.1801824,22.3056276,18201,19814,737,1172,-505,-788,-71,936,237.30774,99,3.90828,1.06,0,0,558842204,0.0,0.0,0.0
94539000,2025,10,27,2,15,21,1,1,1,0,23,-460933,3,1,1,0,0,0,1,1,1,31,114.1801733,22.3056225,18302,19915,727,1157,-555,-1005,-56,1148,241.0648,91,3.06166,1.07,0,0,558842204,0.0,0.0,0.0
94540000,2025,10,27,2,15,22,1,1,1,0,23,-460996,3,1,1,0,0,0,1,1,1,31,114.1801641,22.3056179,18213,19826,720,1147,-470,-937,145,1048,243.37368,85,3.48815,1.07,0,0,558842204,0.0,0.0,0.0
94541000,2025,10,27,2,15,23,1,1,1,0,23,-461060,3,1,1,0,0,0,1,1,1,31,114.1801549,22.3056137,18278,19890,715,1141,-449,-949,-107,1050,244.70342,99,3.54127,1.07,0,0,558842204,0.0,0.0,0.0
94542000,2025,10,27,2,15,24,1,1,1,0,23,-461123,3,1,1,0,0,0,1,1,1,31,114.1801469,22.3056109,18317,19930,710,1131,-277,-801,-47,848,250.92836,89,4.15728,1.07,0,0,558842204,0.0,0.0,0.0
94543000,2025,10,27,2,15,25,1,1,1,0,23,-461186,3,1,1,0,0,0,1,1,1,31,114.1801394,22.305608,18278,19891,705,1126,-329,-778,75,844,247.07068,89,4.25221,1.07,0,0,558842204,0.0,0.0,0.0
94544000,2025,10,27,2,15,26,1,1,1,0,23,-461250,3,1,1,0,0,0,1,1,1,31,114.1801309,22.3056049,18302,19915,699,1117,-338,-913,-35,974,249.68008,92,3.57582,1.07,0,0,558842204,0.0,0.0,0.0
94545000,2025,10,27,2,15,27,1,1,1,0,23,-461313,3,1,1,0,0,0,1,1,1,31,114.1801214,22.3056022,18234,19847,696,1112,-294,-1027,73,1068,254.04216,87,3.52637,1.07,0,0,558842204,0.0,0.0,0.0
94546000,2025,10,27,2,15,28,1,1,1,0,23,-461377,3,1,1,0,0,0,1,1,1,31,114.180113,22.3056002,18219,19832,692,1103,-179,-786,6,806,257.20012,88,4.54173,1.07,0,0,558842204,0.0,0.0,0.0
94547000,2025,10,27,2,15,29,1,1,1,0,23,-461440,3,1,1,0,0,0,1,1,1,31,114.180104,22.3055993,18250,19863,691,1100,-69,-991,-59,993,266.0048,94,4.25257,1.06,0,0,558842204,0.0,0.0,0.0
94548000,2025,10,27,2,15,30,1,1,1,0,23,-461503,3,1,1,0,0,0,1,1,1,31,114.1800953,22.3055984,18229,19842,688,1094,-113,-852,43,860,262.44306,87,4.47972,1.07,0,0,558842204,0.0,0.0,0.0
94549000,2025,10,27,2,15,31,1,1,1,0,23,-461567,3,1,1,0,0,0,1,1,1,31,114.1800873,22.3055977,18298,19911,682,1085,-18,-709,20,709,268.56774,77,5.73948,1.06,0,0,558842204,0.0,0.0,0.0
94550000,2025,10,27,2,15,32,1,1,1,0,23,-461631,3,1,1,0,0,0,1,1,1,31,114.1800794,22.3055983,18283,19896,677,1077,101,-852,2,858,276.73178,79,4.28392,1.07,0,0,558842204,0.0,0.0,0.0
94551000,2025,10,27,2,15,33,1,1,1,0,23,-461694,3,1,1,0,0,0,1,1,1,31,114.1800726,22.3055994,18366,19979,673,1071,151,-622,-77,640,283.65746,79,6.17513,1.07,0,0,558842204,0.0,0.0,0.0
94552000,2025,10,27,2,15,34,1,1,1,0,23,-461757,3,1,1,0,0,0,1,1,1,31,114.1800649,22.3056015,18437,20050,670,1068,266,-853,-46,894,287.30062,82,4.82273,1.07,0,0,558842204,0.0,0.0,0.0
94553000,2025,10,27,2,15,35,1,1,1,0,23,-461820,3,1,1,0,0,0,1,1,1,31,114.1800563,22.3056041,18423,20036,665,1063,299,-880,53,929,288.7771,73,4.28272,1.07,0,0,558842204,0.0,0.0,0.0
94554000,2025,10,27,2,15,36,1,1,1,0,23,-461884,3,1,1,0,0,0,1,1,1,31,114.1800478,22.3056068,18424,20037,664,1064,306,-884,15,936,289.10494,89,4.42435,1.08,0,0,558842204,0.0,0.0,0.0
94555000,2025,10,27,2,15,37,1,1,1,0,23,-461947,3,1,1,0,0,0,1,1,1,31,114.1800393,22.3056093,18381,19994,664,1067,253,-876,39,912,286.1302,98,4.61404,1.08,0,0,558842204,0.0,0.0,0.0
94556000,2025,10,27,2,15,38,1,1,1,0,23,-462010,3,1,1,0,0,0,1,1,1,31,114.1800315,22.3056119,18408,20021,669,1076,267,-776,-25,821,289.01232,102,5.40677,1.08,0,0,558842204,0.0,0.0,0.0
94557000,2025,10,27,2,15,39,1,1,1,0,23,-462074,3,1,1,0,0,0,1,1,1,31,114.1800244,22.3056156,18464,20078,677,1087,459,-728,-16,861,302.24686,108,5.75246,1.08,0,0,558842204,0.0,0.0,0.0
94558000,2025,10,27,2,15,40,1,1,1,0,23,-462138,3,1,1,0,0,0,1,1,1,31,114.1800176,22.3056204,18519,20132,681,1093,559,-662,33,866,310.22102,111,5.70167,1.08,0,0,558842204,0.0,0.0,0.0
94559000,2025,10,27,2,15,41,1,1,1,0,23,-462203,3,1,1,0,0,0,1,1,1,31,114.1800118,22.3056262,18531,20144,690,1102,673,-588,-21,893,318.83182,123,5.90392,1.08,0,0,558842204,0.0,0.0,0.0
94560000,2025,10,27,2,15,42,1,1,1,0,23,-462267,3,1,1,0,0,0,1,1,1,31,114.1800072,22.3056323,18559,20173,701,1114,669,-416,57,788,328.1118,125,7.59306,1.08,0,0,558842204,0.0,0.0,0.0
94561000,2025,10,27,2,15,43,1,1,1,0,23,-462331,3,1,1,0,0,0,1,1,1,32,114.1800049,22.3056385,18709,20323,720,1133,699,-91,-21,705,352.55212,111,11.74371,1.04,0,0,558842204,0.0,0.0,0.0
94562000,2025,10,27,2,15,44,1,1,1,0,23,-462397,3,1,1,0,0,0,1,1,1,31,114.1800053,22.305645,18753,20366,752,1171,732,105,199,740,8.18345,154,11.747,1.06,0,0,558842204,0.0,0.0,0.0
94563000,2025,10,27,2,15,45,1,1,1,0,23,-462464,3,1,1,0,0,0,1,1,1,31,114.1800067,22.3056532,18817,20430,777,1202,1031,106,278,1037,5.87538,167,6.87679,1.06,0,0,558842204,0.0,0.0,0.0
94564000,2025,10,27,2,15,46,1,1,1,0,23,-462529,3,1,1,0,0,0,1,1,1,32,114.1800093,22.3056603,18432,20045,790,1213,664,387,300,768,30.21213,129,8.02081,1.04,0,0,558842204,0.0,0.0,0.0
94565000,2025,10,27,2,15,47,1,1,1,0,23,-462593,3,1,1,0,0,0,1,1,1,32,114.1800157,22.3056639,18532,20146,797,1224,329,700,-71,774,64.79116,101,8.71482,1.04,0,0,558842204,0.0,0.0,0.0
94566000,2025,10,27,2,15,48,1,1,1,0,23,-462657,3,1,1,0,0,0,1,1,1,32,114.180022,22.3056683,18591,20204,810,1237,571,654,48,868,48.84578,99,9.76837,1.04,0,0,558842204,0.0,0.0,0.0
94567000,2025,10,27,2,15,49,1,1,1,0,23,-462721,3,1,1,0,0,0,1,1,1,32,114.1800287,22.305673,18690,20303,827,1257,525,719,-6,890,53.85118,109,9.31375,1.04,0,0,558842204,0.0,0.0,0.0
94568000,2025,10,27,2,15,50,1,1,1,0,23,-462785,3,1,1,0,0,0,1,1,1,31,114.1800353,22.3056786,18703,20317,845,1278,652,703,6,959,47.17087,102,9.09958,1.06,0,0,558842204,0.0,0.0,0.0
94569000,2025,10,27,2,15,51,1,1,1,0,23,-462849,3,1,1,0,0,0,1,1,1,32,114.1800425,22.3056842,18682,20295,858,1292,624,751,129,977,50.25427,103,7.65827,1.06,0,0,558842204,0.0,0.0,0.0
94570000,2025,10,27,2,15,52,1,1,1,0,23,-462913,3,1,1,0,0,0,1,1,1,32,114.18005,22.30569,18649,20262,866,1298,616,787,89,999,51.95013,105,6.86958,1.06,0,0,558842204,0.0,0.0,0.0
94571000,2025,10,27,2,15,53,1,1,1,0,23,-462978,3,1,1,0,0,0,1,1,1,32,114.1800578,22.3056944,18627,20240,873,1303,432,836,53,941,62.68545,104,7.46741,1.06,0,0,558842204,0.0,0.0,0.0
94572000,2025,10,27,2,15,54,1,1,1,0,23,-463042,3,1,1,0,0,0,1,1,1,32,114.180065,22.3056987,18551,20164,874,1298,490,714,98,866,55.50055,93,7.1019,1.06,0,0,558842204,0.0,0.0,0.0
94573000,2025,10,27,2,15,55,1,1,1,0,23,-463106,3,1,1,0,0,0,1,1,1,32,114.1800725,22.3057033,18401,20014,876,1296,521,771,165,930,55.96203,98,7.25721,1.06,0,0,558842204,0.0,0.0,0.0
94574000,2025,10,27,2,15,56,1,1,1,0,23,-463170,3,1,1,0,0,0,1,1,1,32,114.1800803,22.3057087,18329,19942,874,1286,566,820,42,997,55.41366,87,6.20929,1.06,0,0,558842204,0.0,0.0,0.0
94575000,2025,10,27,2,15,57,1,1,1,0,23,-463234,3,1,1,0,0,0,1,1,1,32,114.1800882,22.3057148,18411,20024,870,1275,669,771,-37,1021,49.08026,87,6.16874,1.06,0,0,558842204,0.0,0.0,0.0
94576000,2025,10,27,2,15,58,1,1,1,0,23,-463298,3,1,1,0,0,0,1,1,1,32,114.1800954,22.3057213,18237,19850,869,1269,676,765,154,1020,48.5517,92,6.61838,1.06,0,0,558842204,0.0,0.0,0.0
94577000,2025,10,27,2,15,59,1,1,1,0,23,-463362,3,1,1,0,0,0,1,1,1,31,114.1801023,22.3057272,18147,19760,867,1265,611,704,51,932,49.08076,92,7.31176,1.09,0,0,558842204,0.0,0.0,0.0
94578000,2025,10,27,2,16,0,1,1,1,0,23,-463425,3,1,1,0,0,0,1,1,1,31,114.1801091,22.3057323,18088,19701,865,1260,470,718,36,858,56.76783,95,6.93769,1.09,0,0,558842204,0.0,0.0,0.0
94579000,2025,10,27,2,16,1,1,1,1,0,23,-463489,3,1,1,0,0,0,1,1,1,32,114.1801153,22.305738,17853,19466,863,1260,608,664,245,901,47.50127,88,6.41746,1.06,0,0,558842204,0.0,0.0,0.0
94580000,2025,10,27,2,16,2,1,1,1,0,23,-463553,3,1,1,0,0,0,1,1,1,32,114.1801226,22.3057445,17773,19386,863,1260,698,760,76,1032,47.44031,97,6.51976,1.08,0,0,558842204,0.0,0.0,0.0
94581000,2025,10,27,2,16,3,1,1,1,0,23,-463618,3,1,1,0,0,0,1,1,1,32,114.1801298,22.3057519,17727,19340,864,1259,808,720,39,1083,41.71014,92,6.28489,1.08,0,0,558842204,0.0,0.0,0.0
94582000,2025,10,27,2,16,4,1,1,1,0,23,-463683,3,1,1,0,0,0,1,1,1,32,114.1801357,22.3057593,17639,19252,863,1259,775,576,119,966,36.62521,80,6.67053,1.08,0,0,558842204,0.0,0.0,0.0
94583000,2025,10,27,2,16,5,1,1,1,0,23,-463748,3,1,1,0,0,0,1,1,1,32,114.1801413,22.3057654,17506,19119,857,1257,629,600,162,869,43.64292,84,7.05842,1.06,0,0,558842204,0.0,0.0,0.0
94584000,2025,10,27,2,16,6,1,1,1,0,23,-463813,3,1,1,0,0,0,1,1,1,32,114.180149,22.3057697,17599,19212,853,1257,371,872,-75,948,66.93689,113,5.541,1.06,0,0,558842204,0.0,0.0,0.0
94585000,2025,10,27,2,16,7,1,1,1,0,23,-463878,3,1,1,0,0,0,1,1,1,31,114.1801568,22.3057731,17560,19173,835,1241,364,795,106,874,65.40745,93,4.86818,1.06,0,0,558842204,0.0,0.0,0.0
94586000,2025,10,27,2,16,8,1,1,1,0,23,-463943,3,1,1,0,0,0,1,1,1,31,114.1801644,22.3057775,17590,19203,811,1218,487,803,-2,939,58.75404,86,4.06794,1.06,0,0,558842204,0.0,0.0,0.0
94587000,2025,10,27,2,16,9,1,1,1,0,23,-464008,3,1,1,0,0,0,1,1,1,30,114.1801726,22.3057826,17718,19331,787,1193,590,841,-24,1028,54.95729,90,3.50517,1.09,0,0,558842204,0.0,0.0,0.0
94588000,2025,10,27,2,16,10,1,1,1,0,23,-464073,3,1,1,0,0,0,1,1,1,31,114.1801813,22.3057875,17587,19200,766,1172,486,944,236,1062,62.78305,96,3.37218,1.09,0,0,558842204,0.0,0.0,0.0
94589000,2025,10,27,2,16,11,1,1,1,0,23,-464139,3,1,1,0,0,0,1,1,1,31,114.1801901,22.3057927,17453,19066,750,1155,595,892,156,1072,56.31407,87,3.364,1.09,0,0,558842204,0.0,0.0,0.0
94590000,2025,10,27,2,16,12,1,1,1,0,23,-464205,3,1,1,0,0,0,1,1,1,31,114.1801987,22.3057985,17452,19065,735,1142,658,886,62,1103,53.41185,86,3.39445,1.07,0,0,558842204,0.0,0.0,0.0
94591000,2025,10,27,2,16,13,1,1,1,0,23,-464271,3,1,1,0,0,0,1,1,1,31,114.1802069,22.3058036,17464,19077,722,1130,528,828,12,982,57.45276,84,3.61318,1.07,0,0,558842204,0.0,0.0,0.0
94592000,2025,10,27,2,16,14,1,1,1,0,23,-464337,3,1,1,0,0,0,1,1,1,31,114.1802159,22.3058079,17467,19080,715,1128,430,959,32,1051,65.82351,92,3.58792,1.07,0,0,558842204,0.0,0.0,0.0
94593000,2025,10,27,2,16,15,1,1,1,0,23,-464403,3,1,1,0,0,0,1,1,1,31,114.180225,22.3058119,17389,19002,705,1122,435,942,129,1037,65.21005,90,3.40708,1.07,0,0,558842204,0.0,0.0,0.0
94594000,2025,10,27,2,16,16,1,1,1,0,23,-464469,3,1,1,0,0,0,1,1,1,31,114.1802339,22.3058159,17294,18907,698,1120,411,922,110,1010,65.98141,90,3.50616,1.07,0,0,558842204,0.0,0.0,0.0
94595000,2025,10,27,2,16,17,1,1,1,0,23,-464535,3,1,1,0,0,0,1,1,1,31,114.1802434,22.30582,17331,18944,692,1118,443,1008,7,1101,66.29412,76,3.16358,1.07,0,0,558842204,0.0,0.0,0.0
94596000,2025,10,27,2,16,18,1,1,1,0,23,-464601,3,1,1,0,0,0,1,1,1,31,114.1802527,22.3058241,17368,18980,689,1118,441,968,2,1064,65.51465,96,3.35579,1.07,0,0,558842204,0.0,0.0,0.0
94597000,2025,10,27,2,16,19,1,1,1,0,23,-464668,3,1,1,0,0,0,1,1,1,31,114.1802626,22.3058268,17225,18838,688,1121,241,1050,243,1077,77.07981,105,3.59561,1.05,0,0,558842204,0.0,0.0,0.0
94598000,2025,10,27,2,16,20,1,1,1,0,23,-464736,3,1,1,0,0,0,1,1,1,31,114.1802736,22.3058273,17039,18652,690,1127,-40,1179,282,1179,91.95592,108,3.66715,1.07,0,0,558842204,0.0,0.0,0.0
94599000,2025,10,27,2,16,21,1,1,1,0,23,-464803,3,1,1,0,0,0,1,1,1,31,114.1802844,22.3058255,16858,18470,694,1133,-238,1089,193,1115,102.3053,105,4.27936,1.07,0,0,558842204,0.0,0.0,0.0
94600000,2025,10,27,2,16,22,1,1,1,0,23,-464870,3,1,1,0,0,0,1,1,1,31,114.1802942,22.3058214,16780,18393,702,1146,-544,987,-12,1127,118.85994,90,5.20038,1.07,0,0,558842204,0.0,0.0,0.0
94601000,2025,10,27,2,16,23,1,1,1,0,23,-464937,3,1,1,0,0,0,1,1,1,31,114.1803034,22.3058164,16602,18215,713,1159,-586,920,143,1091,122.49716,100,5.96259,1.07,0,0,558842204,0.0,0.0,0.0
94602000,2025,10,27,2,16,24,1,1,1,0,23,-465003,3,1,1,0,0,0,1,1,1,31,114.1803111,22.305811,16449,18061,723,1172,-584,741,102,943,128.20732,96,6.94323,1.1,0,0,558842204,0.0,0.0,0.0
94603000,2025,10,27,2,16,25,1,1,1,0,23,-465070,3,1,1,0,0,0,1,1,1,31,114.1803187,22.3058062,16517,18130,733,1185,-493,804,-11,943,121.50462,97,6.59158,1.07,0,0,558842204,0.0,0.0,0.0
94604000,2025,10,27,2,16,26,1,1,1,0,23,-465138,3,1,1,0,0,0,1,1,1,31,114.1803256,22.3058005,16558,18170,746,1202,-653,727,-11,978,131.91696,92,7.30317,1.11,0,0,558842204,0.0,0.0,0.0
94605000,2025,10,27,2,16,27,1,1,1,0,23,-465206,3,1,1,0,0,0,1,1,1,31,114.1803324,22.3057939,16407,18019,756,1212,-772,686,172,1032,138.36004,85,6.86009,1.11,0,0,558842204,0.0,0.0,0.0
94606000,2025,10,27,2,16,28,1,1,1,0,23,-465275,3,1,1,0,0,0,1,1,1,31,114.1803383,22.305787,16255,17868,768,1226,-737,573,133,933,142.14532,85,8.35656,1.17,0,0,558842204,0.0,0.0,0.0
94607000,2025,10,27,2,16,29,1,1,1,0,23,-465345,3,1,1,0,0,0,1,1,1,31,114.1803431,22.3057802,16176,17788,778,1239,-768,478,91,905,148.0926,82,7.946,1.11,0,0,558842204,0.0,0.0,0.0
94608000,2025,10,27,2,16,30,1,1,1,0,23,-465415,3,1,1,0,0,0,1,1,1,30,114.1803468,22.305773,16224,17836,788,1252,-788,338,48,858,156.76508,82,8.13136,1.21,0,0,558842204,0.0,0.0,0.0
94609000,2025,10,27,2,16,31,1,1,1,0,23,-465484,3,1,1,0,0,0,1,1,1,31,114.1803506,22.3057654,16089,17702,795,1260,-922,306,127,972,161.65102,79,7.69064,1.13,0,0,558842204,0.0,0.0,0.0
94610000,2025,10,27,2,16,32,1,1,1,0,23,-465552,3,1,1,0,0,0,1,1,1,30,114.1803539,22.3057566,16019,17631,797,1260,-1049,221,-12,1072,168.12832,74,6.02695,1.11,0,0,558842204,0.0,0.0,0.0
94611000,2025,10,27,2,16,33,1,1,1,0,23,-465621,3,1,1,0,0,0,1,1,1,31,114.1803551,22.305747,16180,17792,798,1259,-1050,55,-44,1052,177.0164,78,6.13788,1.11,0,0,558842204,0.0,0.0,0.0
94612000,2025,10,27,2,16,34,1,1,1,0,23,-465690,3,1,1,0,0,0,1,1,1,29,114.1803566,22.305738,16138,17751,799,1257,-974,98,63,979,174.22912,66,6.88913,1.18,0,0,558842204,0.0,0.0,0.0
94613000,2025,10,27,2,16,35,1,1,1,0,23,-465759,3,1,1,0,0,0,1,1,1,28,114.1803576,22.3057286,16063,17675,801,1259,-1083,23,40,1084,178.79812,76,6.48756,1.17,0,0,558842204,0.0,0.0,0.0
94614000,2025,10,27,2,16,36,1,1,1,0,23,-465826,3,1,1,0,0,0,1,1,1,31,114.1803568,22.3057186,15899,17512,806,1267,-1144,-244,81,1170,192.05878,90,5.22665,1.15,0,0,558842204,0.0,0.0,0.0
94615000,2025,10,27,2,16,37,1,1,1,0,23,-465893,3,1,1,0,0,0,1,1,1,30,114.1803541,22.3057094,15808,17420,812,1279,-979,-396,70,1057,202.01918,100,5.72824,1.19,0,0,558842204,0.0,0.0,0.0
94616000,2025,10,27,2,16,38,1,1,1,0,23,-465961,3,1,1,0,0,0,1,1,1,29,114.1803492,22.3057025,15749,17361,818,1289,-652,-621,117,900,223.63686,98,5.60003,1.18,0,0,558842204,0.0,0.0,0.0
94617000,2025,10,27,2,16,39,1,1,1,0,23,-466028,3,1,1,0,0,0,1,1,1,30,114.1803428,22.3057001,15687,17300,824,1296,-116,-736,28,745,261.07948,119,6.28325,1.15,0,0,558842204,0.0,0.0,0.0
94618000,2025,10,27,2,16,40,1,1,1,0,23,-466096,3,1,1,0,0,0,1,1,1,31,114.1803386,22.3056992,15754,17366,831,1311,-113,-340,-102,358,251.60166,150,14.24708,1.12,0,0,558842204,0.0,0.0,0.0
94619000,2025,10,27,2,16,41,1,1,1,0,23,-466164,3,1,1,0,0,0,1,1,1,31,114.1803355,22.3056993,16093,17705,837,1321,78,-326,-353,335,283.4066,176,18.38045,1.15,0,0,558842204,0.0,0.0,0.0
94620000,2025,10,27,2,16,42,1,1,1,0,23,-466232,3,1,1,0,0,0,1,1,1,30,114.1803328,22.3056986,16249,17861,845,1334,-156,-315,-172,352,243.67454,179,14.65013,1.18,0,0,558842204,0.0,0.0,0.0
94621000,2025,10,27,2,16,43,1,1,1,0,23,-466299,3,1,1,0,0,0,1,1,1,31,114.1803306,22.3056968,16268,17881,857,1354,-286,-299,-176,414,226.30792,190,13.22498,1.3,0,0,558842204,0.0,0.0,0.0
94622000,2025,10,27,2,16,44,1,1,1,0,23,-466365,3,1,1,0,0,0,1,1,1,31,114.1803274,22.305695,16495,18107,871,1380,-177,-376,-297,416,244.83276,216,14.28837,1.17,0,0,558842204,0.0,0.0,0.0
94623000,2025,10,27,2,16,45,1,1,1,0,23,-466431,3,1,1,0,0,0,1,1,1,29,114.1803249,22.305694,16615,18227,880,1394,-76,-296,-142,305,255.54498,174,19.17102,1.17,0,0,558842204,0.0,0.0,0.0
94624000,2025,10,27,2,16,46,1,1,1,0,24,-466497,3,1,1,0,0,0,1,1,1,31,114.1803227,22.3056926,16826,18438,892,1412,-190,-244,-279,309,232.11318,212,21.44423,1.23,0,0,558842204,0.0,0.0,0.0
94625000,2025,10,27,2,16,47,1,1,1,0,24,-466564,3,1,1,0,0,0,1,1,1,31,114.1803207,22.3056913,16957,18569,902,1430,-101,-219,-88,241,245.14312,177,28.00638,1.14,0,0,558842204,0.0,0.0,0.0
94626000,2025,10,27,2,16,48,1,1,1,0,24,-466631,3,1,1,0,0,0,1,1,1,31,114.1803184,22.3056899,16953,18566,911,1449,-223,-326,-69,395,235.58552,159,17.08496,1.14,0,0,558842204,0.0,0.0,0.0
94627000,2025,10,27,2,16,49,1,1,1,0,24,-466697,3,1,1,0,0,0,1,1,1,31,114.1803148,22.3056877,17230,18842,922,1466,-225,-425,-292,481,242.0695,210,12.68238,1.14,0,0,558842204,0.0,0.0,0.0
94628000,2025,10,27,2,16,50,1,1,1,0,24,-466764,3,1,1,0,0,0,1,1,1,31,114.1803103,22.3056865,17487,19099,929,1481,-107,-510,-242,521,258.1796,178,13.22824,1.14,0,0,558842204,0.0,0.0,0.0
94629000,2025,10,27,2,16,51,1,1,1,0,24,-466830,3,1,1,0,0,0,1,1,1,31,114.1803066,22.305685,17512,19124,942,1502,-258,-389,-80,467,236.44866,156,13.38687,1.14,0,0,558842204,0.0,0.0,0.0
94630000,2025,10,27,2,16,52,1,1,1,0,24,-466896,3,1,1,0,0,0,1,1,1,30,114.1803019,22.3056833,17507,19120,951,1519,-216,-532,-27,574,247.85486,129,10.67777,1.23,0,0,558842204,0.0,0.0,0.0
94631000,2025,10,27,2,16,53,1,1,1,0,24,-466964,3,1,1,0,0,0,1,1,1,30,114.1802972,22.3056804,17604,19216,945,1512,-287,-522,52,596,241.1753,113,9.48152,1.17,0,0,558842204,0.0,0.0,0.0
94632000,2025,10,27,2,16,54,1,1,1,0,24,-467031,3,1,1,0,0,0,1,1,1,30,114.1802919,22.3056776,17632,19245,945,1512,-289,-583,29,651,243.59872,119,8.38541,1.14,0,0,558842204,0.0,0.0,0.0
94633000,2025,10,27,2,16,55,1,1,1,0,24,-467099,3,1,1,0,0,0,1,1,1,30,114.1802867,22.3056757,17867,19479,941,1506,-146,-539,-215,559,254.83212,157,9.49336,1.23,0,0,558842204,0.0,0.0,0.0
94634000,2025,10,27,2,16,56,1,1,1,0,24,-467166,3,1,1,0,0,0,1,1,1,31,114.1802824,22.3056744,18036,19649,926,1476,-91,-457,-109,466,258.71282,125,10.01981,1.14,0,0,558842204,0.0,0.0,0.0
94635000,2025,10,27,2,16,57,1,1,1,0,24,-467233,3,1,1,0,0,0,1,1,1,31,114.1802783,22.3056731,18134,19747,916,1461,-182,-436,-79,473,247.3338,124,9.68544,1.14,0,0,558842204,0.0,0.0,0.0
94636000,2025,10,27,2,16,58,1,1,1,0,24,-467301,3,1,1,0,0,0,1,1,1,31,114.1802727,22.3056701,18277,19890,898,1427,-319,-624,55,700,242.94332,95,5.83397,1.11,0,0,558842204,0.0,0.0,0.0
94637000,2025,10,27,2,16,59,1,1,1,0,23,-467369,3,1,1,0,0,0,1,1,1,31,114.1802659,22.3056675,18398,20011,877,1391,-241,-728,-63,767,251.669,100,5.60513,1.06,0,0,558842204,0.0,0.0,0.0
94638000,2025,10,27,2,17,0,1,1,1,0,23,-467436,3,1,1,0,0,0,1,1,1,30,114.1802592,22.3056645,18447,20060,868,1375,-389,-699,-52,800,240.8892,114,5.40638,1.14,0,0,558842204,0.0,0.0,0.0
94639000,2025,10,27,2,17,1,1,1,1,0,23,-467503,3,1,1,0,0,0,1,1,1,31,114.1802527,22.3056608,18537,20149,861,1364,-440,-687,-112,816,237.3432,118,5.38608,1.06,0,0,558842204,0.0,0.0,0.0
94640000,2025,10,27,2,17,2,1,1,1,0,23,-467570,3,1,1,0,0,0,1,1,1,30,114.180246,22.3056568,18596,20209,852,1350,-433,-695,40,818,238.07602,99,5.03711,1.1,0,0,558842204,0.0,0.0,0.0
94641000,2025,10,27,2,17,3,1,1,1,0,23,-467638,3,1,1,0,0,0,1,1,1,31,114.1802385,22.3056539,18810,20423,841,1332,-241,-765,-161,802,252.52352,124,5.45836,1.1,0,0,558842204,0.0,0.0,0.0
94642000,2025,10,27,2,17,4,1,1,1,0,23,-467705,3,1,1,0,0,0,1,1,1,31,114.1802309,22.3056511,18847,20459,835,1322,-358,-791,31,868,245.66262,96,4.75913,1.1,0,0,558842204,0.0,0.0,0.0
94643000,2025,10,27,2,17,5,1,1,1,0,23,-467772,3,1,1,0,0,0,1,1,1,31,114.1802231,22.3056475,18912,20524,832,1312,-435,-809,-97,918,241.72154,112,4.70407,1.1,0,0,558842204,0.0,0.0,0.0
94644000,2025,10,27,2,17,6,1,1,1,0,23,-467839,3,1,1,0,0,0,1,1,1,31,114.1802154,22.3056438,18913,20526,820,1292,-387,-781,120,871,243.60304,98,4.85303,1.1,0,0,558842204,0.0,0.0,0.0
94645000,2025,10,27,2,17,7,1,1,1,0,23,-467905,3,1,1,0,0,0,1,1,1,30,114.1802083,22.3056409,18902,20514,804,1267,-309,-725,-38,788,246.93128,100,5.35438,1.11,0,0,558842204,0.0,0.0,0.0
